"zcta5","cbsa","cbsaname","zipname","pop10","afact"
"ZIP Census Tabulation Area","cbsa","CBSA Name","zipname","Total Pop, 2010 census","zcta5 to cbsa alloc factor"
"39183","46980","Vicksburg, MS","Vicksburg, MS",15657,1 
"39189"," "," ","Walnut Grove, MS",5263,1 
"39191"," "," ","Wesson, MS",4,0 
"39191","15020","Brookhaven, MS","Wesson, MS",2798,0.347 
"39191","27140","Jackson, MS","Wesson, MS",5272,0.653 
"39192"," "," ","West, MS",1665,0.961 
"39192","24900","Greenwood, MS","West, MS",68,0.039 
"39193","27140","Jackson, MS","Whitfield, MS",968,1 
"39194"," "," ","Yazoo City, MS",132,0.006 
"39194","27140","Jackson, MS","Yazoo City, MS",20793,0.994 
"39201","27140","Jackson, MS","Jackson, MS",536,1 
"39202","27140","Jackson, MS","Jackson, MS",8411,1 
"39203","27140","Jackson, MS","Jackson, MS",7091,1 
"39204","27140","Jackson, MS","Jackson, MS",19468,1 
"39206","27140","Jackson, MS","Jackson, MS",25341,1 
"39208","27140","Jackson, MS","Pearl, MS",31371,1 
"39209","27140","Jackson, MS","Jackson, MS",29617,1 
"39211","27140","Jackson, MS","Jackson, MS",24515,1 
"39212","27140","Jackson, MS","Jackson, MS",33263,1 
"39213","27140","Jackson, MS","Jackson, MS",22328,1 
"39216","27140","Jackson, MS","Jackson, MS",3454,1 
"39217","27140","Jackson, MS","Jackson, MS",1103,1 
"39218","27140","Jackson, MS","Richland, MS",6943,1 
"39232","27140","Jackson, MS","Flowood, MS",7068,1 
"39272","27140","Jackson, MS","Byram, MS",12551,1 
"39301","32940","Meridian, MS","Meridian, MS",27449,1 
"39305","32940","Meridian, MS","Meridian, MS",20431,1 
"39307","32940","Meridian, MS","Meridian, MS",18603,1 
"39309","32940","Meridian, MS","Meridian Station, MS",601,1 
"39320","32940","Meridian, MS","Bailey, MS",1828,1 
"39322"," "," ","Buckatunna, MS",1882,1 
"39323"," "," ","Chunky, MS",1027,0.796 
"39323","32940","Meridian, MS","Chunky, MS",263,0.204 
"39325"," "," ","Collinsville, MS",547,0.091 
"39325","32940","Meridian, MS","Collinsville, MS",5436,0.909 
"39326","32940","Meridian, MS","Daleville, MS",720,1 
"39327"," "," ","Decatur, MS",4190,1 
"39328","32940","Meridian, MS","De Kalb, MS",4806,1 
"39330"," "," ","Enterprise, MS",36,0.013 
"39330","29860","Laurel, MS","Enterprise, MS",104,0.038 
"39330","32940","Meridian, MS","Enterprise, MS",2606,0.949 
"39332"," "," ","Hickory, MS",1811,0.942 
"39332","29860","Laurel, MS","Hickory, MS",112,0.058 
"39335","32940","Meridian, MS","Lauderdale, MS",3160,1 
"39336"," "," ","Lawrence, MS",1208,0.978 
"39336","29860","Laurel, MS","Lawrence, MS",27,0.022 
"39337"," "," ","Little Rock, MS",1808,1 
"39338"," "," ","Louin, MS",668,0.201 
"39338","29860","Laurel, MS","Louin, MS",2651,0.799 
"39339"," "," ","Louisville, MS",15619,1 
"39341"," "," ","Macon, MS",7156,1 
"39342","32940","Meridian, MS","Marion, MS",1287,1 
"39345"," "," ","Newton, MS",5963,0.973 
"39345","29860","Laurel, MS","Newton, MS",164,0.027 
"39346"," "," ","Noxapater, MS",2241,1 
"39347","29860","Laurel, MS","Pachuta, MS",893,0.597 
"39347","32940","Meridian, MS","Pachuta, MS",604,0.403 
"39348","29860","Laurel, MS","Paulding, MS",838,1 
"39350"," "," ","Philadelphia, MS",24451,0.983 
"39350","32940","Meridian, MS","Philadelphia, MS",414,0.017 
"39352","32940","Meridian, MS","Porterville, MS",812,1 
"39354"," "," ","Preston, MS",608,0.29 
"39354","32940","Meridian, MS","Preston, MS",1486,0.71 
"39355","32940","Meridian, MS","Quitman, MS",7131,1 
"39356","29860","Laurel, MS","Rose Hill, MS",659,1 
"39358"," "," ","Scooba, MS",6,0.004 
"39358","32940","Meridian, MS","Scooba, MS",1673,0.996 
"39359"," "," ","Sebastopol, MS",273,1 
"39360"," "," ","Shubuta, MS",1430,0.373 
"39360","32940","Meridian, MS","Shubuta, MS",2400,0.627 
"39361"," "," ","Shuqualak, MS",1455,0.991 
"39361","32940","Meridian, MS","Shuqualak, MS",13,0.009 
"39362"," "," ","State Line, MS",2866,1 
"39363","32940","Meridian, MS","Stonewall, MS",1773,1 
"39364","32940","Meridian, MS","Toomsuba, MS",2985,1 
"39365"," "," ","Union, MS",7544,1 
"39365","32940","Meridian, MS","Union, MS",3,0 
"39366","29860","Laurel, MS","Vossburg, MS",814,0.59 
"39366","32940","Meridian, MS","Vossburg, MS",566,0.41 
"39367"," "," ","Waynesboro, MS",14845,0.983 
"39367","32940","Meridian, MS","Waynesboro, MS",251,0.017 
"39401"," "," ","Hattiesburg, MS",62,0.001 
"39401","25620","Hattiesburg, MS","Hattiesburg, MS",42963,0.991 
"39401","29860","Laurel, MS","Hattiesburg, MS",341,0.008 
"39402"," "," ","Hattiesburg, MS",40,0.001 
"39402","25620","Hattiesburg, MS","Hattiesburg, MS",37452,0.999 
"39406","25620","Hattiesburg, MS","Hattiesburg, MS",1759,1 
"39421"," "," ","Bassfield, MS",2936,1 
"39422"," "," ","Bay Springs, MS",620,0.12 
"39422","29860","Laurel, MS","Bay Springs, MS",4526,0.88 
"39423","25620","Hattiesburg, MS","Beaumont, MS",2690,1 
"39425","25620","Hattiesburg, MS","Brooklyn, MS",1754,1 
"39426","25060","Gulfport-Biloxi-Pascagoula, MS","Carriere, MS",412,0.025 
"39426","38100","Picayune, MS","Carriere, MS",15889,0.975 
"39427"," "," ","Carson, MS",1314,1 
"39428"," "," ","Collins, MS",9761,1 
"39429"," "," ","Columbia, MS",17610,0.997 
"39429","25620","Hattiesburg, MS","Columbia, MS",47,0.003 
"39437","29860","Laurel, MS","Ellisville, MS",12917,1 
"39439"," "," ","Heidelberg, MS",122,0.027 
"39439","29860","Laurel, MS","Heidelberg, MS",4303,0.941 
"39439","32940","Meridian, MS","Heidelberg, MS",148,0.032 
"39440","29860","Laurel, MS","Laurel, MS",21305,1 
"39443"," "," ","Laurel, MS",553,0.025 
"39443","29860","Laurel, MS","Laurel, MS",21386,0.975 
"39451"," "," ","Leakesville, MS",7181,1 
"39452"," "," ","Lucedale, MS",24300,0.901 
"39452","25060","Gulfport-Biloxi-Pascagoula, MS","Lucedale, MS",2664,0.099 
"39455"," "," ","Lumberton, MS",563,0.058 
"39455","25620","Hattiesburg, MS","Lumberton, MS",6775,0.697 
"39455","38100","Picayune, MS","Lumberton, MS",2383,0.245 
"39456"," "," ","Mc Lain, MS",1195,0.925 
"39456","25620","Hattiesburg, MS","Mc Lain, MS",97,0.075 
"39459","29860","Laurel, MS","Moselle, MS",3677,1 
"39461"," "," ","Neely, MS",582,1 
"39462","25620","Hattiesburg, MS","New Augusta, MS",1122,1 
"39464","25620","Hattiesburg, MS","Ovett, MS",334,0.135 
"39464","29860","Laurel, MS","Ovett, MS",2148,0.865 
"39465","25620","Hattiesburg, MS","Petal, MS",21331,0.997 
"39465","29860","Laurel, MS","Petal, MS",55,0.003 
"39466","25060","Gulfport-Biloxi-Pascagoula, MS","Picayune, MS",3234,0.117 
"39466","38100","Picayune, MS","Picayune, MS",24504,0.883 
"39470","25060","Gulfport-Biloxi-Pascagoula, MS","Poplarville, MS",69,0.005 
"39470","38100","Picayune, MS","Poplarville, MS",12942,0.995 
"39474"," "," ","Prentiss, MS",6050,1 
"39475","25620","Hattiesburg, MS","Purvis, MS",12225,1 
"39476"," "," ","Richton, MS",2455,0.324 
"39476","25620","Hattiesburg, MS","Richton, MS",4931,0.65 
"39476","29860","Laurel, MS","Richton, MS",196,0.026 
"39477","29860","Laurel, MS","Sandersville, MS",686,1 
"39478"," "," ","Sandy Hook, MS",2201,1 
"39479"," "," ","Seminary, MS",4874,0.841 
"39479","29860","Laurel, MS","Seminary, MS",922,0.159 
"39480","29860","Laurel, MS","Soso, MS",2770,1 
"39481","29860","Laurel, MS","Stringer, MS",1867,1 
"39482"," "," ","Sumrall, MS",1653,0.17 
"39482","25620","Hattiesburg, MS","Sumrall, MS",8093,0.83 
"39483"," "," ","Foxworth, MS",6447,1 
"39501","25060","Gulfport-Biloxi-Pascagoula, MS","Gulfport, MS",21987,1 
"39503","25060","Gulfport-Biloxi-Pascagoula, MS","Gulfport, MS",45309,1 
"39507","25060","Gulfport-Biloxi-Pascagoula, MS","Gulfport, MS",16234,1 
"39520","25060","Gulfport-Biloxi-Pascagoula, MS","Bay St. Louis, MS",14681,1 
"39525","25060","Gulfport-Biloxi-Pascagoula, MS","Diamondhead, MS",8383,1 
"39530","25060","Gulfport-Biloxi-Pascagoula, MS","Biloxi, MS",8086,1 
"39531","25060","Gulfport-Biloxi-Pascagoula, MS","Biloxi, MS",17736,1 
"39532","25060","Gulfport-Biloxi-Pascagoula, MS","Biloxi, MS",32716,1 
"39534","25060","Gulfport-Biloxi-Pascagoula, MS","Biloxi, MS",2379,1 
"39540","25060","Gulfport-Biloxi-Pascagoula, MS","DIberville, MS",8522,1 
"39553","25060","Gulfport-Biloxi-Pascagoula, MS","Gautier, MS",17174,1 
"39556","25060","Gulfport-Biloxi-Pascagoula, MS","Kiln, MS",7705,1 
"39560","25060","Gulfport-Biloxi-Pascagoula, MS","Long Beach, MS",16844,1 
"39561"," "," ","Mc Henry, MS",1852,1 
"39562","25060","Gulfport-Biloxi-Pascagoula, MS","Moss Point, MS",17912,1 
"39563","25060","Gulfport-Biloxi-Pascagoula, MS","Moss Point, MS",13790,1 
"39564","25060","Gulfport-Biloxi-Pascagoula, MS","Ocean Springs, MS",36952,1 
"39565","25060","Gulfport-Biloxi-Pascagoula, MS","Vancleave, MS",19453,1 
"39567","25060","Gulfport-Biloxi-Pascagoula, MS","Pascagoula, MS",10740,1 
"39571","25060","Gulfport-Biloxi-Pascagoula, MS","Pass Christian, MS",13179,1 
"39572","25060","Gulfport-Biloxi-Pascagoula, MS","Pearlington, MS",1414,1 
"39573"," "," ","Perkinston, MS",6546,0.742 
"39573","25060","Gulfport-Biloxi-Pascagoula, MS","Perkinston, MS",2166,0.245 
"39573","38100","Picayune, MS","Perkinston, MS",116,0.013 
"39574"," "," ","Saucier, MS",56,0.004 
"39574","25060","Gulfport-Biloxi-Pascagoula, MS","Saucier, MS",13557,0.996 
"39576","25060","Gulfport-Biloxi-Pascagoula, MS","Waveland, MS",5809,1 
"39577"," "," ","Wiggins, MS",9105,0.878 
"39577","25620","Hattiesburg, MS","Wiggins, MS",1269,0.122 
"39581","25060","Gulfport-Biloxi-Pascagoula, MS","Pascagoula, MS",11595,1 
"39601"," "," ","Brookhaven, MS",320,0.014 
"39601","15020","Brookhaven, MS","Brookhaven, MS",23216,0.986 
"39629","15020","Brookhaven, MS","Bogue Chitto, MS",6519,1 
"39630"," "," ","Bude, MS",1115,1 
"39631"," "," ","Centreville, MS",2945,0.789 
"39631","32620","McComb, MS","Centreville, MS",787,0.211 
"39633"," "," ","Crosby, MS",844,0.771 
"39633","32620","McComb, MS","Crosby, MS",250,0.229 
"39635","32620","McComb, MS","Fernwood, MS (PO Boxes)",170,1 
"39638"," "," ","Gloster, MS",44,0.013 
"39638","32620","McComb, MS","Gloster, MS",3289,0.987 
"39641"," "," ","Jayess, MS",4070,0.891 
"39641","15020","Brookhaven, MS","Jayess, MS",54,0.012 
"39641","32620","McComb, MS","Jayess, MS",445,0.097 
"39643"," "," ","Kokomo, MS",1102,1 
"39645","32620","McComb, MS","Liberty, MS",5016,1 
"39647"," "," ","Mc Call Creek, MS",971,0.949 
"39647","15020","Brookhaven, MS","Mc Call Creek, MS",52,0.051 
"39648","32620","McComb, MS","McComb, MS",21710,1 
"39652","32620","McComb, MS","Magnolia, MS",8315,1 
"39653"," "," ","Meadville, MS",2742,0.98 
"39653","32620","McComb, MS","Meadville, MS",57,0.02 
"39654"," "," ","Monticello, MS",5635,1 
"39656"," "," ","Oak Vale, MS",803,1 
"39657","32620","McComb, MS","Osyka, MS",2351,1 
"39661"," "," ","Roxie, MS",2310,0.771 
"39661","35020","Natchez, MS-LA","Roxie, MS",687,0.229 
"39662"," "," ","Ruth, MS",139,0.105 
"39662","15020","Brookhaven, MS","Ruth, MS",891,0.676 
"39662","32620","McComb, MS","Ruth, MS",288,0.219 
"39663"," "," ","Silver Creek, MS",3080,1 
"39664"," "," ","Smithdale, MS",654,0.29 
"39664","15020","Brookhaven, MS","Smithdale, MS",326,0.145 
"39664","32620","McComb, MS","Smithdale, MS",1276,0.566 
"39665"," "," ","Sontag, MS",948,0.793 
"39665","15020","Brookhaven, MS","Sontag, MS",248,0.207 
"39666","15020","Brookhaven, MS","Summit, MS",600,0.063 
"39666","32620","McComb, MS","Summit, MS",8988,0.937 
"39667"," "," ","Tylertown, MS",12244,0.954 
"39667","32620","McComb, MS","Tylertown, MS",593,0.046 
"39668"," "," ","Union Church, MS",516,0.758 
"39668","15020","Brookhaven, MS","Union Church, MS",165,0.242 
"39669"," "," ","Woodville, MS",6045,1 
"39701","18060","Columbus, MS","Columbus, MS",13997,1 
"39702","18060","Columbus, MS","Columbus, MS",22883,1 
"39705","18060","Columbus, MS","Columbus, MS",13667,1 
"39730"," "," ","Aberdeen, MS",11805,1 
"39735"," "," ","Ackerman, MS",3916,1 
"39736","18060","Columbus, MS","Artesia, MS",312,1 
"39737"," "," ","Bellefontaine, MS",285,1 
"39739"," "," ","Brooksville, MS",2957,1 
"39740"," "," ","Caledonia, MS",482,0.096 
"39740","18060","Columbus, MS","Caledonia, MS",4556,0.904 
"39741"," "," ","Cedarbluff, MS",1560,1 
"39743"," "," ","Crawford, MS",21,0.01 
"39743","18060","Columbus, MS","Crawford, MS",1567,0.758 
"39743","44260","Starkville, MS","Crawford, MS",479,0.232 
"39744"," "," ","Eupora, MS",6008,1 
"39745"," "," ","French Camp, MS",810,1 
"39746"," "," ","Hamilton, MS",3183,1 
"39747"," "," ","Kilmichael, MS",1999,1 
"39750"," "," ","Maben, MS",1556,0.56 
"39750","44260","Starkville, MS","Maben, MS",1225,0.44 
"39751"," "," ","Mantee, MS",1309,1 
"39752"," "," ","Mathiston, MS",2473,1 
"39755"," "," ","Pheba, MS",858,0.816 
"39755","44260","Starkville, MS","Pheba, MS",193,0.184 
"39756"," "," ","Prairie, MS",1943,1 
"39759","18060","Columbus, MS","Starkville, MS",167,0.004 
"39759","44260","Starkville, MS","Starkville, MS",41941,0.996 
"39760","44260","Starkville, MS","Starkville, MS",23,1 
"39762","44260","Starkville, MS","Mississippi State, MS",2207,1 
"39766","18060","Columbus, MS","Steens, MS",2630,1 
"39767"," "," ","Stewart, MS",861,1 
"39769"," "," ","Sturgis, MS",320,0.166 
"39769","44260","Starkville, MS","Sturgis, MS",1603,0.834 
"39771"," "," ","Walthall, MS",127,1 
"39772"," "," ","Weir, MS",1793,1 
"39773"," "," ","West Point, MS",16670,1 
"39776"," "," ","Woodland, MS",1674,1 
"39813"," "," ","Arlington, GA",1970,0.934 
"39813","10500","Albany, GA","Arlington, GA",140,0.066 
"39815","12460","Bainbridge, GA","Attapulgus, GA",1686,1 
"39817","12460","Bainbridge, GA","Bainbridge, GA",10894,1 
"39819","12460","Bainbridge, GA","Bainbridge, GA",11282,1 
"39823"," "," ","Blakely, GA",8550,1 
"39824"," "," ","Bluffton, GA",544,1 
"39825"," "," ","Brinson, GA",88,0.06 
"39825","12460","Bainbridge, GA","Brinson, GA",1373,0.94 
"39826","10500","Albany, GA","Bronwood, GA",418,1 
"39827"," "," ","Cairo, GA",3842,1 
"39828"," "," ","Cairo, GA",15150,1 
"39834","12460","Bainbridge, GA","Climax, GA",2138,1 
"39836"," "," ","Coleman, GA",461,1 
"39837"," "," ","Colquitt, GA",5456,0.885 
"39837","10500","Albany, GA","Colquitt, GA",386,0.063 
"39837","12460","Bainbridge, GA","Colquitt, GA",324,0.053 
"39840"," "," ","Cuthbert, GA",5726,1 
"39841"," "," ","Damascus, GA",734,0.836 
"39841","10500","Albany, GA","Damascus, GA",144,0.164 
"39842"," "," ","Dawson, GA",21,0.003 
"39842","10500","Albany, GA","Dawson, GA",8336,0.997 
"39845"," "," ","Donalsonville, GA",7871,1 
"39846"," "," ","Edison, GA",2440,1 
"39851"," "," ","Fort Gaines, GA",2388,1 
"39854"," "," ","Georgetown-Quitman County unified, GA",2592,1 
"39859"," "," ","Iron City, GA",1281,1 
"39861"," "," ","Jakin, GA",1003,1 
"39862"," "," ","Leary, GA",854,0.644 
"39862","10500","Albany, GA","Leary, GA",472,0.356 
"39866"," "," ","Morgan, GA",2122,1 
"39867"," "," ","Morris, GA",321,1 
"39870","10500","Albany, GA","Newton, GA",2238,1 
"39877"," "," ","Webster County unified, GA",189,0.378 
"39877","10500","Albany, GA","Webster County unified, GA",311,0.622 
"39885","10500","Albany, GA","Sasser, GA",76,1 
"39886"," "," ","Shellman, GA",1549,0.959 
"39886","10500","Albany, GA","Shellman, GA",67,0.041 
"39897"," "," ","Whigham, GA",3371,0.983 
"39897","12460","Bainbridge, GA","Whigham, GA",59,0.017 
"40003","23180","Frankfort, KY","Bagdad, KY",136,0.072 
"40003","31140","Louisville/Jefferson County, KY-IN","Bagdad, KY",1766,0.928 
"40004","12680","Bardstown, KY","Bardstown, KY",28245,1 
"40006"," "," ","Bedford, KY",129,0.025 
"40006","31140","Louisville/Jefferson County, KY-IN","Bedford, KY",4955,0.975 
"40007","31140","Louisville/Jefferson County, KY-IN","Bethlehem, KY (PO Boxes)",166,1 
"40008","12680","Bardstown, KY","Bloomfield, KY",3218,0.926 
"40008","31140","Louisville/Jefferson County, KY-IN","Bloomfield, KY",258,0.074 
"40009"," "," ","Bradfordsville, KY",861,0.819 
"40009","15820","Campbellsville, KY","Bradfordsville, KY",190,0.181 
"40010","31140","Louisville/Jefferson County, KY-IN","Buckner, KY",587,1 
"40011"," "," ","Campbellsburg, KY",145,0.057 
"40011","31140","Louisville/Jefferson County, KY-IN","Campbellsburg, KY",2404,0.943 
"40012","12680","Bardstown, KY","Chaplin, KY",589,1 
"40013","12680","Bardstown, KY","Coxs Creek, KY",4564,0.85 
"40013","31140","Louisville/Jefferson County, KY-IN","Coxs Creek, KY",805,0.15 
"40014","31140","Louisville/Jefferson County, KY-IN","Crestwood, KY",19986,1 
"40019","31140","Louisville/Jefferson County, KY-IN","Eminence, KY",3789,1 
"40020","12680","Bardstown, KY","Fairfield, KY",109,1 
"40022","31140","Louisville/Jefferson County, KY-IN","Finchville, KY",834,1 
"40023","31140","Louisville/Jefferson County, KY-IN","Louisville/Jefferson County metro govern",4118,1 
"40025","31140","Louisville/Jefferson County, KY-IN","Glenview, KY",59,1 
"40026","31140","Louisville/Jefferson County, KY-IN","Goshen, KY",5458,1 
"40031","31140","Louisville/Jefferson County, KY-IN","La Grange, KY",22863,1 
"40033"," "," ","Lebanon, KY",12355,1 
"40036","31140","Louisville/Jefferson County, KY-IN","Lockport, KY",223,1 
"40037"," "," ","Loretto, KY",2615,0.913 
"40037","12680","Bardstown, KY","Loretto, KY",249,0.087 
"40040"," "," ","Mackville, KY (PO Boxes)",531,1 
"40041","31140","Louisville/Jefferson County, KY-IN","Louisville/Jefferson County metro govern",286,1 
"40045"," "," ","Milton, KY",372,0.108 
"40045","31140","Louisville/Jefferson County, KY-IN","Milton, KY",3079,0.892 
"40046","23180","Frankfort, KY","Mount Eden, KY",180,0.103 
"40046","31140","Louisville/Jefferson County, KY-IN","Mount Eden, KY",1561,0.897 
"40047","31140","Louisville/Jefferson County, KY-IN","Mount Washington, KY",19345,1 
"40048","12680","Bardstown, KY","Nazareth, KY (PO Boxes)",113,1 
"40049"," "," ","Nerinx, KY (PO Boxes)",115,1 
"40050","31140","Louisville/Jefferson County, KY-IN","New Castle, KY",1389,1 
"40051","12680","Bardstown, KY","New Haven, KY",3927,0.818 
"40051","21060","Elizabethtown-Fort Knox, KY","New Haven, KY",872,0.182 
"40052"," "," ","New Hope, KY",130,0.252 
"40052","12680","Bardstown, KY","New Hope, KY",356,0.691 
"40052","21060","Elizabethtown-Fort Knox, KY","New Hope, KY",29,0.056 
"40055","31140","Louisville/Jefferson County, KY-IN","Pendleton, KY",1752,1 
"40056","31140","Louisville/Jefferson County, KY-IN","Pewee Valley, KY",3263,1 
"40057","31140","Louisville/Jefferson County, KY-IN","Pleasureville, KY",3354,1 
"40058","31140","Louisville/Jefferson County, KY-IN","New Castle, KY",64,1 
"40059","31140","Louisville/Jefferson County, KY-IN","Prospect, KY",16708,1 
"40060"," "," ","Raywick, KY",1184,1 
"40062"," "," ","Saint Francis, KY",301,1 
"40063"," "," ","Saint Mary, KY (PO Boxes)",789,1 
"40065","31140","Louisville/Jefferson County, KY-IN","Shelbyville, KY",28025,1 
"40067","31140","Louisville/Jefferson County, KY-IN","Simpsonville, KY",5114,1 
"40068","31140","Louisville/Jefferson County, KY-IN","Smithfield, KY",2131,1 
"40069"," "," ","Springfield, KY",8276,1 
"40070","31140","Louisville/Jefferson County, KY-IN","Sulphur, KY (PO Boxes)",582,1 
"40071","31140","Louisville/Jefferson County, KY-IN","Taylorsville, KY",14292,1 
"40075"," "," ","Turners Station, KY",209,0.158 
"40075","31140","Louisville/Jefferson County, KY-IN","Turners Station, KY",1114,0.842 
"40076","23180","Frankfort, KY","Waddy, KY",240,0.095 
"40076","31140","Louisville/Jefferson County, KY-IN","Waddy, KY",2276,0.905 
"40077","31140","Louisville/Jefferson County, KY-IN","Westport, KY (PO Boxes)",564,1 
"40078"," "," ","Willisburg, KY",2200,1 
"40104","21060","Elizabethtown-Fort Knox, KY","Battletown, KY",1336,1 
"40107","12680","Bardstown, KY","Boston, KY",2067,1 
"40108","21060","Elizabethtown-Fort Knox, KY","Brandenburg, KY",11583,1 
"40109","31140","Louisville/Jefferson County, KY-IN","Brooks, KY",1990,1 
"40110","31140","Louisville/Jefferson County, KY-IN","Clermont, KY (PO Boxes)",60,1 
"40111"," "," ","Cloverport, KY",1682,1 
"40115"," "," ","Custer, KY (PO Boxes)",727,1 
"40117","21060","Elizabethtown-Fort Knox, KY","Ekron, KY",2299,1 
"40118","31140","Louisville/Jefferson County, KY-IN","Louisville/Jefferson County metro govern",9724,1 
"40119"," "," ","Falls Of Rough, KY",1797,1 
"40121","21060","Elizabethtown-Fort Knox, KY","Fort Knox, KY",10124,1 
"40140"," "," ","Garfield, KY (PO Boxes)",787,1 
"40142"," "," ","Guston, KY",71,0.031 
"40142","21060","Elizabethtown-Fort Knox, KY","Guston, KY",2233,0.969 
"40143"," "," ","Hardinsburg, KY",5939,1 
"40144"," "," ","Harned, KY",1866,1 
"40145"," "," ","Hudson, KY",908,1 
"40146"," "," ","Irvington, KY",3745,1 
"40150","21060","Elizabethtown-Fort Knox, KY","Lebanon Junction, KY",87,0.021 
"40150","31140","Louisville/Jefferson County, KY-IN","Lebanon Junction, KY",4016,0.979 
"40152"," "," ","Mc Daniels, KY",604,1 
"40155","21060","Elizabethtown-Fort Knox, KY","Muldraugh, KY",947,1 
"40157"," "," ","Payneville, KY",41,0.047 
"40157","21060","Elizabethtown-Fort Knox, KY","Payneville, KY",835,0.953 
"40160","21060","Elizabethtown-Fort Knox, KY","Radcliff, KY",23574,1 
